"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test case tests API to Validate the absent on Protocol bioburden Endotoxin residue verification when select zero in microbial policy for split swab & rinse samples of room grade","13456","Validate the absent on Protocol bioburden Endotoxin residue verification when select zero in microbial policy for split swab & rinse samples of room grade","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:48:12 IST 2024","passed","Tue Dec 17 17:48:25 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case test the cleaning agent from list of equipment sal when only toxicity criteria is selected","7623","Test Cleaning agent SAL","tests.scenarios","Tue Dec 17 15:35:10 IST 2024","passed","Tue Dec 17 15:35:18 IST 2024","TestCleaningAgentLimit","test_cleaning_agent_limit","",""
"This test case test API to get production data for audit portal","51","Get production data for Audit portal","tests.unit.audit_portal","Tue Dec 17 18:05:26 IST 2024","passed","Tue Dec 17 18:05:26 IST 2024","TestAuditPortal","test_audit_portal","",""
"This test case test the swab & rinse sample limit of equipment map with production forformulation when all (toxicity, dosage, default) criteria is selected & for active facility when all (toxicity, dosage, default, LD50) and swab & rinse sample unit is in ug/mland default surface area is sqm and Volume is L","9147","Test the swab & rinse limit of equipment map to production","tests.scenarios","Tue Dec 17 15:33:17 IST 2024","passed","Tue Dec 17 15:33:26 IST 2024","TestChemicalSampleLimitProduction","test_chemical_sample_limit_production","",""
"This test case test API to validate study inspection for endotoxin residue verification details when new parameters are added using configure run form fields","58409","Validate study inspection for endotoxin residue verification details when new parameters are added","tests.scenarios.configure_run_form_fields","Tue Dec 17 15:46:39 IST 2024","passed","Tue Dec 17 15:47:38 IST 2024","TestConfigureRunFormFieldsScenarios","test_configure_run_form_field","",""
"This test case test the swab & rinse sample limit of equipment map with production forIntermediate and swab & rinse sample unit is in ppmand Upper cap setting for sample limit is On","0","Test the swab & rinse sample limit of equipment map to production","tests.scenarios","Tue Dec 17 15:35:02 IST 2024","skipped","Tue Dec 17 15:35:02 IST 2024","TestChemicalSampleLimitProduction","test_chemical_sample_limit_production","",""
"This method is used to add new Nitrosamine to the master data","28","Add new Nitrosamine in master data","tests.unit.master_data","Tue Dec 17 18:05:57 IST 2024","passed","Tue Dec 17 18:05:57 IST 2024","TestNitrosamineMasterData","test_nitrosamine_master_data","",""
"This test case tests API to Create Protocol for Endotoxin residue verification and validate the sample limits when select custom for direct and indirect","28045","Validate the sample limits of Endotoxin residue verification for direct indirect custom","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:09:28 IST 2024","passed","Tue Dec 17 17:09:56 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case test the cleaning agent from list of equipment sal when all criteria is selected (toxicity,default ARL) criteria is selected and sal unit is ug","7442","Test Cleaning agent SAL","tests.scenarios","Tue Dec 17 15:35:25 IST 2024","passed","Tue Dec 17 15:35:33 IST 2024","TestCleaningAgentLimit","test_cleaning_agent_limit","",""
"This test case test the cleaning agent from list of equipment sal when only toxicity criteria is selected & default surface area is sqm","7059","Test Cleaning agent SAL","tests.scenarios","Tue Dec 17 15:36:00 IST 2024","passed","Tue Dec 17 15:36:07 IST 2024","TestCleaningAgentLimit","test_cleaning_agent_limit","",""
"This method is used to get all details of cleaning procedure from master data","37","Get all details of cleaning procedure from master data","tests.unit.master_data","Tue Dec 17 18:05:56 IST 2024","passed","Tue Dec 17 18:05:56 IST 2024","TestCleaningProcedureMasterData","test_cleaning_procedure_master_data","",""
"This test case test API to validate the master data snapshot report for productions and equipment mapping with excel file data","344","Validate master data snapshot report for production and equipment mapping","tests.scenarios.audit_portal","Tue Dec 17 15:31:55 IST 2024","failed","Tue Dec 17 15:31:55 IST 2024","TestAuditPortalLimits","test_audit_portal_formulation_facility","",""
"This test case tests API to Create Protocol and add custom cleaning agent residue verification SAL for Indirect and cleaning agent SAL limits for contact surface area","7753","Create Protocol and add custom cleaning agent residue verification SAL","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:46:27 IST 2024","passed","Tue Dec 17 16:46:35 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Create Protocol based on policy for endotoxin residue verification and select based on policy for direct and based on policy for indirectwhen surface area unit is SQM and volume unit is ml","15102","Create Protocol and select based on policy for Endotoxin residue verification with SQM and ml unit","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:48:34 IST 2024","passed","Tue Dec 17 16:48:49 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Create Protocol for multi-production protocol and create the study from approve protocol when surface area is sqin and volume is ml","40115","Create the study from approved protocol","tests.scenarios.multi_production_protocol.study","Tue Dec 17 17:55:45 IST 2024","passed","Tue Dec 17 17:56:25 IST 2024","TestStudyMultiProductionProtocol","test_study_multi_production_protocol","",""
"This test case test the swab & rinse sample limit of equipment map with production forIntermediate and swab & rinse sample unit is in ppmand Upper cap setting for sample limit is On","0","Test the swab & rinse sample limit of equipment map to production","tests.scenarios","Tue Dec 17 15:32:47 IST 2024","skipped","Tue Dec 17 15:32:47 IST 2024","TestChemicalSampleLimitProduction","test_chemical_sample_limit_production","",""
"This test case test API to validate the master data snapshot report for samples and sampling location with excel file data","0","Validate master data snapshot report for Sampling & Sampling Location","tests.scenarios.audit_portal","Tue Dec 17 15:31:46 IST 2024","skipped","Tue Dec 17 15:31:46 IST 2024","TestApiAuditPortalLimits","test_audit_portal_api_facility","",""
"This test case tests API to Validate the absent on sample limits of Inspection Endotoxin residue verification when select zero in microbial policy","13130","Validate the absent on sample limits of Inspection Endotoxin residue verification when select zero in microbial policy","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:39:39 IST 2024","passed","Tue Dec 17 17:39:52 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case tests API to create an inspection on equipment and validate the Bioburden residue verification bioburden samples for surface area sqcm and volume as l","30049","Create Inspection on Equipment & Validate the Bioburden Residue Verification Endotoxin Samplesfor surface area sqcm and volume as l","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 16:15:10 IST 2024","passed","Tue Dec 17 16:15:40 IST 2024","TestInspectionMultiProductionProtocolSqcml","test_multi_production_protocol_inspection_sqcm_l","",""
"This test case tests Production wise SAL when Global Recovery Factor when All Criteria in Policy is selected for each Equipment mapped to Production","7151","Test Production wise SAL for All Criteria with Global Recovery Factor","tests.scenarios","Tue Dec 17 15:39:55 IST 2024","passed","Tue Dec 17 15:40:02 IST 2024","TestLimitOnProduction","test_limit_productions","",""
"This test case test the swab & rinse sample limit of equipment map with production forformulation when all (toxicity, dosage, default) criteria is selected & for active facility when all (toxicity, dosage, default, LD50) and swab & rinse sample unit is in ppmand default surface area is sqin and Volume is L","4999","Test the swab & rinse limit of equipment map to production","tests.scenarios","Tue Dec 17 15:34:02 IST 2024","passed","Tue Dec 17 15:34:07 IST 2024","TestChemicalSampleLimitProduction","test_chemical_sample_limit_production","",""
"This test case test API to validate the master data snapshot report for Equipment Group with excel file data","404","Validate master data snapshot report for Equipment Group","tests.scenarios.audit_portal","Tue Dec 17 15:31:58 IST 2024","passed","Tue Dec 17 15:31:58 IST 2024","TestAuditPortalLimits","test_audit_portal_formulation_facility","",""
"This test case tests API to download the intermediate multi-production protocol","0","Download the intermediate multi-production protocol","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:33:10 IST 2024","skipped","Tue Dec 17 17:33:10 IST 2024","TestMultiProductionProtocolIntermediate","test_multi_production_protocol_intermediate","",""
"This test case tests SAL when LD50 Criteria in Policy is selected for all production mapped to Equipment in API Facility","0","Test SAL of Production on Equipments for LD50 Criteria in API Facility","tests.scenarios","Tue Dec 17 15:39:04 IST 2024","skipped","Tue Dec 17 15:39:04 IST 2024","TestLimitsOnEquipments","test_limit_equipments","",""
"This test case test Api to recall offline study when reviewer want some changes in offline study","2980","Reviewer recall offline study","tests.scenarios.offline_study","Tue Dec 17 18:05:23 IST 2024","passed","Tue Dec 17 18:05:26 IST 2024","TestOfflineStudies","test_offline_studys","",""
"This Test case test API to get archive offline study","16","Get details of archive offline study","tests.unit.offline_study","Tue Dec 17 18:06:06 IST 2024","passed","Tue Dec 17 18:06:06 IST 2024","TestOfflineStudy","test_offline_study","",""
"This test case tests API to Create Protocol bioburden residue verification for split when select based on policy for fungal & bacterial of direct, and  for bacterial & fungal of Indirect when default surface unit is sqm and volume is ml","17028","Create Protocol for bioburden residue verification for split when unit is sqm and ml","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:54:06 IST 2024","passed","Tue Dec 17 16:54:23 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Create Protocol for Endotoxin residue verification and validate the sample limits when select based on policy for direct and indirect","18456","Validate the sample limits of Endotoxin residue verification for direct indirect bop","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:42:02 IST 2024","passed","Tue Dec 17 17:42:20 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case test API to validate the master data snapshot report for actives with excel file data","337","Validate master data snapshot report for Actives","tests.scenarios.audit_portal","Tue Dec 17 15:31:53 IST 2024","passed","Tue Dec 17 15:31:54 IST 2024","TestAuditPortalLimits","test_audit_portal_formulation_facility","",""
"This test case tests API to create an inspection on equipment and validate the nitrosamine residue verification samples for custom SAL","79742","Create Inspection on Equipment & Validate the Nitrosamine Residue Verification Samples for custom SAL","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 15:57:07 IST 2024","passed","Tue Dec 17 15:58:26 IST 2024","TestInspectionMultiProductionProtocolCustom","test_multi_production_protocol_inspcetion_custom","",""
"This test case test API to validate the master data snapshot report for cleaning procedure with excel file data","224","Validate master data snapshot report for cleaning procedure","tests.scenarios.audit_portal","Tue Dec 17 15:31:56 IST 2024","passed","Tue Dec 17 15:31:56 IST 2024","TestAuditPortalLimits","test_audit_portal_formulation_facility","",""
"This test case tests API to Validate the sampling profile when select custom for pH residue verification","8504","Validate the sampling profile when select custom for pH residue verification","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:05:32 IST 2024","passed","Tue Dec 17 17:05:41 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test test Api to validate the newly generated equipments limits report on audit portal with excel data when select previous production","1183","Validate the equipments limits report","tests.scenarios.audit_portal","Tue Dec 17 15:31:51 IST 2024","passed","Tue Dec 17 15:31:52 IST 2024","TestAuditPortalLimits","test_audit_portal_formulation_facility","",""
"This test case tests API to select only one verification & move to next page in multi-production protocol","1394","Select only one verification & move to next page in multi-production protocol","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:43:48 IST 2024","passed","Tue Dec 17 16:43:50 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case test API to generate production limit in audit portal only with previous production","1032","Generate production limit in audit portal with production","tests.unit.audit_portal","Tue Dec 17 18:05:30 IST 2024","passed","Tue Dec 17 18:05:31 IST 2024","TestAuditPortal","test_audit_portal","",""
"This test case tests API to Create Protocol for multi-production protocol and Submit the protocol to review and approve when the default unit is sqcm and l","38423","Submit the protocol to review and approve when the default unit is sqcm and l","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:30:06 IST 2024","passed","Tue Dec 17 17:30:44 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Validate the absent on sample limits of Protocol bioburden Endotoxin residue verification when select zero in microbial policy for swab & rinse samples for split on sample limit and summary page","17505","Validate the absent on sample limits of Protocol bioburden Endotoxin residue verification when select zero in microbial policy for swab & rinse samples for split on sample limit and summary page","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:37:35 IST 2024","passed","Tue Dec 17 17:37:52 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case tests API to Validate the absent on Protocol Microbial Endotoxin residue verification when select zero in microbial policy for swab samples for non split","14726","Validate the absent on Protocol Microbial Endotoxin residue verification when select zero in microbial policy for swab samples for non split","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:34:40 IST 2024","passed","Tue Dec 17 17:34:55 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case tests API to Validate the absent on sample limits of Protocol Microbial Endotoxin residue verification when select zero in microbial policy for swab samples for split on sample limit and summary page","16970","Validate the absent on sample limits of Protocol microbial Endotoxin residue verification when select zero in microbial policy for swab samples for split on sample limit and summary page","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:38:48 IST 2024","passed","Tue Dec 17 17:39:05 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case tests API to Validate the absent on Protocol bioburden Endotoxin residue verification when select zero in microbial policy for split rinse samples of room grade","14588","Validate the absent on Protocol bioburden Endotoxin residue verification when select zero in microbial policy for split rinse samples of room grade","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:47:16 IST 2024","passed","Tue Dec 17 17:47:31 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case test API to unarchive the sample of sampling location on equipment","316","Unarchive sample of sampling location","tests.unit.production","Tue Dec 17 18:06:13 IST 2024","passed","Tue Dec 17 18:06:13 IST 2024","TestSamplingLocation","test_sample_location","",""
"This test case tests API to Validate the samples when select custom for direct/indirect bioburden residue verification non split","22988","Validate the samples when select custom for direct/indirect bioburden residue verification non split","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:04:06 IST 2024","passed","Tue Dec 17 17:04:29 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests Swab and Rinse limits when fixed sample limit for Intermediate is set.","0","Test Swab and Rinse limit for productions for fixed sample limit","tests.scenarios.intermediate_fixed_sample_limits","Tue Dec 17 15:53:30 IST 2024","skipped","Tue Dec 17 15:53:30 IST 2024","TestFixedSampleLimitsProduction","test_fixed_sample_limit","",""
"This test case test the Nitrosamine sal from list of Production when SalMassUnit is ugdefault surface area is sqm","8035","Test Nitrosamine SAL","tests.scenarios.nitrosamine_limits","Tue Dec 17 18:03:50 IST 2024","passed","Tue Dec 17 18:03:58 IST 2024","TestNitrosamineLimit","test_nitrosamine_limits","",""
"This test case tests API to discard the multi-production protocol","1332","Discard the multi-production protocol","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:43:43 IST 2024","passed","Tue Dec 17 16:43:44 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case test API to validate the audit logs details for delete auto selection policy","249","Validate the audit logs details for delete auto selection policy","tests.scenarios.audit_logs","Tue Dec 17 18:06:55 IST 2024","failed","Tue Dec 17 18:06:55 IST 2024","TestAuditLogsScenarios","test_audit_logs_scenarios","",""
"This test case tests API to create an inspection on equipment and validate the conductivity residue verification conductivity samples for custom limits","61166","Create Inspection on Equipment & Validate the conductivity Residue Verification conductivity Samples for custom limits","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 16:01:39 IST 2024","passed","Tue Dec 17 16:02:41 IST 2024","TestInspectionMultiProductionProtocolCustom","test_multi_production_protocol_inspcetion_custom","",""
"This method is used to add new Intermediate to the master data","0","Add new Intermediate in master data","tests.unit.master_data","Tue Dec 17 18:05:57 IST 2024","skipped","Tue Dec 17 18:05:57 IST 2024","TestIntermediateMasterData","test_intemediate_master_data","",""
"This test case tests API to Create Protocol for endotoxin residue verification and validate the final summary details when surface unit is SQIN and volume unit is ML","26603","Validate the endotoxin residue verification final summary page when unit is SQIN and ML","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:18:27 IST 2024","failed","Tue Dec 17 17:18:53 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case gets details of all Default unit in a Facility","18","Get All Default Unit","tests.unit.settings","Tue Dec 17 18:06:14 IST 2024","passed","Tue Dec 17 18:06:14 IST 2024","TestDefaultUnits","test_default_unit","",""
"This method is used to add new production to the production","178","Add new production","tests.unit.quick_actions","Tue Dec 17 18:06:13 IST 2024","passed","Tue Dec 17 18:06:13 IST 2024","TestAddNewProduction","test_add_new_production","",""
"This test case tests API to Create Protocol and add custom cleaning agent residue verification SAL for both direct and Indirect contact surface area","10503","Create Protocol and add custom cleaning agent residue verification SAL","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:46:17 IST 2024","passed","Tue Dec 17 16:46:27 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Create Protocol bioburden residue verification for split when select custom for fungal & bacterial of direct, and based on policy for bacterial & fungal of Indirect","18054","Create Protocol for bioburden residue verification for split & when select custom for fungal & bacterial of direct, and based on policy for bacterial & fungal of Indirect","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:53:18 IST 2024","passed","Tue Dec 17 16:53:36 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for rinse & non split","17612","Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for rinse & non split","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:40:27 IST 2024","passed","Tue Dec 17 17:40:44 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case tests Production wise SAL when Upper Limit on SAL is True for All Criteria in Policy is selected for each Equipment mapped to Production","7658","Test Production wise SAL for All Criteria with Global Recovery Factor","tests.scenarios","Tue Dec 17 15:40:09 IST 2024","passed","Tue Dec 17 15:40:16 IST 2024","TestLimitOnProduction","test_limit_productions","",""
"This test case tests API to Create Protocol based on policy for nitrosamine residue verification when surface area is sqin and SAL mass unit is mg","8456","Create Protocol and select based on policy for Nitrosamine residue verification","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:47:00 IST 2024","passed","Tue Dec 17 16:47:08 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case test the swab & rinse sample limit of equipment map with production forIntermediate and swab & rinse sample unit is in ug/ml","0","Test the swab & rinse limit of equipment map to production for Intermediate","tests.scenarios","Tue Dec 17 15:35:02 IST 2024","skipped","Tue Dec 17 15:35:02 IST 2024","TestChemicalSampleLimitProduction","test_chemical_sample_limit_production","",""
"This test case test the Nitrosamine SAL from list of production when upper limit  for surface area is selected & default surface area is sqm","15207","Test Nitrosamine SAL","tests.scenarios.nitrosamine_limits","Tue Dec 17 18:04:13 IST 2024","passed","Tue Dec 17 18:04:28 IST 2024","TestNitrosamineLimit","test_nitrosamine_limits","",""
"This method is used to Unarchive the Intermediate from master data","0","Unarchive the Intermediate from master data","tests.unit.master_data","Tue Dec 17 18:05:57 IST 2024","skipped","Tue Dec 17 18:05:57 IST 2024","TestIntermediateMasterData","test_intemediate_master_data","",""
"This test case test API to validate the audit logs details for when update the bioburdenresidue verification detail of inspection","0","Validate the audit logs details for when update the bioburden residue verification detail of inspection","tests.scenarios.audit_logs","Tue Dec 17 15:01:41 IST 2024","broken","Tue Dec 17 15:01:41 IST 2024","","test_audit_logs_scenarios","",""
"This test case test API to validate the master data snapshot report for production am mapping with excel file data","322","Validate master data snapshot report for production am mapping","tests.scenarios.audit_portal","Tue Dec 17 15:31:57 IST 2024","passed","Tue Dec 17 15:31:57 IST 2024","TestAuditPortalLimits","test_audit_portal_formulation_facility","",""
"This test case the API to update the equipment attribute","142","Update Equipment attribute","tests.unit.production","Tue Dec 17 18:06:07 IST 2024","passed","Tue Dec 17 18:06:07 IST 2024","TestEquipment","test_equipment","",""
"This test case test the swab & rinse sample limit of Nitrosamine map with production whenswab & rinse sample unit is in ug/ml & surface area is sqin and volume is L","10845","Test the swab & rinse limit of Nitrosamine map to production","tests.scenarios.nitrosamine_limits","Tue Dec 17 18:02:10 IST 2024","passed","Tue Dec 17 18:02:21 IST 2024","TestNitrosamineChemicalSampleLimit","test_nitrosamine_chemical_limits","",""
"This test case tests API to Create Protocol for multi-production protocol and Submit the protocol to review and approve when the default unit is ml and sqm","33160","Submit the protocol to review and approve when the default unit is ml and sqm","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:28:56 IST 2024","passed","Tue Dec 17 17:29:29 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case gets details of all Variables in a Facility","34","Get All Variable","tests.unit.settings","Tue Dec 17 18:06:14 IST 2024","passed","Tue Dec 17 18:06:14 IST 2024","TestVariables","test_variables","",""
"This test case tests API to select only one verification & move to next page in intermediate multi-production protocol","0","Select only one verification & move to next page in intermediate multi-production protocol","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:33:10 IST 2024","skipped","Tue Dec 17 17:33:10 IST 2024","TestMultiProductionProtocolIntermediate","test_multi_production_protocol_intermediate","",""
"This test case test Api to download the newly generated master data snapshot report","1293","Download the master data snapshot report","tests.unit.audit_portal","Tue Dec 17 18:05:47 IST 2024","passed","Tue Dec 17 18:05:48 IST 2024","TestAuditPortal","test_audit_portal","",""
"This test case tests API to Create Protocol for multi-production protocol and create the study from approve protocol when surface area is sqcm and volume is l","40151","Create the study from approved protocol","tests.scenarios.multi_production_protocol.study","Tue Dec 17 17:56:25 IST 2024","passed","Tue Dec 17 17:57:05 IST 2024","TestStudyMultiProductionProtocol","test_study_multi_production_protocol","",""
"This test case tests API to Create Protocol and validate cleaning agent residue verification SAL for based on policy for both direct and indirect when select surface area as sqin and sal mass unit is mg","14088","Create Protocol and validate cleaning agent residue verification SAL","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:46:03 IST 2024","passed","Tue Dec 17 16:46:17 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case test the Nitrosamine sal from list of Production when SalMassUnit is mg","2479","Test Nitrosamine SAL","tests.scenarios.nitrosamine_limits","Tue Dec 17 18:03:00 IST 2024","passed","Tue Dec 17 18:03:03 IST 2024","TestNitrosamineLimit","test_nitrosamine_limits","",""
"This test case test API to Validate the audit logs details for unarchive productions","522","Validate the audit logs details for unarchive productions","tests.scenarios.audit_logs","Tue Dec 17 18:06:36 IST 2024","passed","Tue Dec 17 18:06:37 IST 2024","TestAuditLogsScenarios","test_audit_logs_scenarios","",""
"This test case test API to Validate the audit logs details for add new cleaning agent from master data","6431","Validate the audit logs details for add new cleaning agent from master data","tests.scenarios.audit_logs","Tue Dec 17 18:06:43 IST 2024","passed","Tue Dec 17 18:06:50 IST 2024","TestAuditLogsScenarios","test_audit_logs_scenarios","",""
"This method is use to test API to update the equipment group details","144","Update the Equipment Group details","tests.unit.production","Tue Dec 17 18:06:07 IST 2024","passed","Tue Dec 17 18:06:08 IST 2024","TestEquipmentGroup","test_equipment_group","",""
"This test case test API to validate the master data snapshot report for Sampling location risk assessment with excel file data","305","Validate master data snapshot report for Sampling location risk assessment","tests.scenarios.audit_portal","Tue Dec 17 15:31:58 IST 2024","failed","Tue Dec 17 15:31:58 IST 2024","TestAuditPortalLimits","test_audit_portal_formulation_facility","",""
"This Test case test API to update offline study prototype Id & data of approval","233","Update offline study details","tests.unit.offline_study","Tue Dec 17 18:06:04 IST 2024","passed","Tue Dec 17 18:06:04 IST 2024","TestOfflineStudy","test_offline_study","",""
"This test case tests API to Create Protocol for Endotoxin residue verification and validate the sample limits when select based on policy for direct and indirect","18219","Validate the sample limits of Endotoxin residue verification for direct indirect bop","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:42:57 IST 2024","passed","Tue Dec 17 17:43:16 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case test API to validate study inspection for microbial fungal residue verification details when new parameters are added using configure run form fields","60886","Validate study inspection for microbial fungal residue verification details when new parameters are added","tests.scenarios.configure_run_form_fields","Tue Dec 17 15:52:29 IST 2024","passed","Tue Dec 17 15:53:30 IST 2024","TestConfigureRunFormFieldsScenarios","test_configure_run_form_field","",""
"This test case tests API to Create Protocol microbial residue verification for non split when select based on policy of both direct and indirect and validate the limits","17814","Create Protocol for microbial residue verification for non split & select based on policy for direct and indirect","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:55:28 IST 2024","passed","Tue Dec 17 16:55:46 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
"This test case tests API to Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for room grade swab & rinse & split","19903","Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for room grade swab & rinse & split","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:48:45 IST 2024","passed","Tue Dec 17 17:49:05 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"This test case test API to generate the equipments limits report only using equipment","2066","Generate the equipments limits report using equipment","tests.unit.audit_portal","Tue Dec 17 18:05:32 IST 2024","passed","Tue Dec 17 18:05:34 IST 2024","TestAuditPortal","test_audit_portal","",""
"This test case test the swab & rinse sample limit of equipment map with production forIntermediate and swab & rinse sample unit is in mg","0","Test the swab & rinse limit of equipment map to production for Intermediate","tests.scenarios","Tue Dec 17 15:35:02 IST 2024","skipped","Tue Dec 17 15:35:02 IST 2024","TestChemicalSampleLimitProduction","test_chemical_sample_limit_production","",""
"This test case tests Production wise SAL when Default Criteria in Policy is selected for all production mapped to Equipment","5367","Test ProductWise Default SAL of Productions on Equipments","tests.scenarios","Tue Dec 17 15:38:05 IST 2024","passed","Tue Dec 17 15:38:11 IST 2024","TestLimitsOnEquipments","test_limit_equipments","",""
"This test case tests API to create an inspection on equipment and validate the nitrosamine residue verification samples","563","Create Inspection on Equipment & Validate the Nitrosamine Residue Verification Samples","tests.scenarios.multi_production_protocol.inspection","Tue Dec 17 16:07:12 IST 2024","passed","Tue Dec 17 16:07:13 IST 2024","TestInspectionMultiProductionProtocol","test_multi_production_protocol_inspection","",""
"This test case test API to Validate the audit logs details for updating master data active details","290","Validate the audit logs details for updating master data active details","tests.scenarios.audit_logs","Tue Dec 17 18:06:39 IST 2024","passed","Tue Dec 17 18:06:39 IST 2024","TestAuditLogsScenarios","test_audit_logs_scenarios","",""
"This test case tests API to Validate the absent on sample limits of Protocol Microbial Endotoxin residue verification when select zero in microbial policy for swab & rinse samplesfor split on sample limit and summary page","17829","Validate the absent on sample limits of Protocol microbial Endotoxin residue verification when select zero in microbial policy for swab & rinse samples for split on sample limit and summary page","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 17:39:21 IST 2024","passed","Tue Dec 17 17:39:39 IST 2024","TestMicrobialMultiProductionProtocol","test_multi_production_protocol_microbial_policy_absent","",""
"","63","test_get_equipment_details","tests.unit.production","Tue Dec 17 18:06:07 IST 2024","passed","Tue Dec 17 18:06:07 IST 2024","TestEquipment","test_equipment","",""
"This test case test the cleaning agent from list of equipment sal when global recovery percentage for all criteria (toxicity,default ARL) criteria is selected and sal unit is mg & default surface area is sqin","13676","Test Cleaning agent SAL","tests.scenarios","Tue Dec 17 15:37:21 IST 2024","passed","Tue Dec 17 15:37:35 IST 2024","TestCleaningAgentLimit","test_cleaning_agent_limit","",""
"This test case tests API to Create Protocol custom for atomic absorption residue verification","3520","Create Protocol and select custom for atomic absorption residue verification","tests.scenarios.multi_production_protocol.protocol","Tue Dec 17 16:49:48 IST 2024","passed","Tue Dec 17 16:49:52 IST 2024","TestMultiProductionProtocol","test_multi_prodcution_protocol","",""
